,Player,Team,Wk,Run Att,Run Yd,Run TD,Target,Rec,Rec Yd,Rec TD,Opp,Points,Game played,Season
6,Andre Williams,NYG,3,6,18,0,0,0,0,0,HOU,1.8,1,2014
7,Anthony Dixon,BUF,3,0,0,0,0,0,0,0,SD,0.0,0,2014
8,Anthony Sherman,KC,3,1,4,0,1,1,1,0,MIA,0.5,1,2014
9,Antone Smith,ATL,3,4,50,1,0,0,0,0,TB,11.0,1,2014
10,Antonio Andrews,TEN,3,0,0,0,0,0,0,0,CIN,0.0,0,2014
11,Arian Foster,HOU,3,0,0,0,0,0,0,0,NYG,0.0,0,2014
12,Austin Johnson,NO,3,1,2,0,0,0,0,0,MIN,0.2,1,2014
13,Ben Tate,CLE,3,0,0,0,0,0,0,0,BAL,0.0,0,2014
14,Benny Cunningham,STL,3,9,29,0,2,1,5,0,DAL,3.4,1,2014
15,Bernard Pierce,BAL,3,0,0,0,0,0,0,0,CLE,0.0,0,2014
16,Bilal Powell,NYJ,3,2,13,0,3,2,6,0,CHI,1.9,1,2014
17,Bishop Sankey,TEN,3,10,61,0,1,1,9,0,CIN,7.0,1,2014
18,Bobby Rainey,TB,3,11,41,0,8,7,64,0,ATL,10.5,1,2014
19,Branden Oliver,SD,3,3,11,0,0,0,0,0,BUF,1.1,1,2014
20,Brandon Bolden,NE,3,2,4,0,0,0,0,0,OAK,0.4,1,2014
21,Brian Leonard,NO,3,0,0,0,0,0,0,0,MIN,0.0,0,2014
22,Bruce Miller,SF,3,0,0,0,0,0,0,0,ARI,0.0,0,2014
23,Bryce Brown,BUF,3,0,0,0,0,0,0,0,SD,0.0,0,2014
24,C.J. Anderson,DEN,3,2,-3,0,1,1,1,0,SEA,-0.2,1,2014
25,C.J. Spiller,BUF,3,10,25,0,3,3,37,0,SD,6.2,1,2014
26,Carlos Hyde,SF,3,3,13,1,2,2,-2,0,ARI,7.1,1,2014
27,Cedric Peerman,CIN,3,5,15,0,0,0,0,0,TEN,1.5,1,2014
28,Charcandrick West,KC,3,0,0,0,0,0,0,0,MIA,0.0,0,2014
29,Charles Sims,TB,3,0,0,0,0,0,0,0,ATL,0.0,0,2014
30,Chris Ivory,NYJ,3,10,44,0,4,4,52,0,CHI,9.6,1,2014
31,Chris Johnson,NYJ,3,10,34,0,2,0,0,0,CHI,3.4,1,2014
32,Chris Ogbonnaya,CAR,3,0,0,0,0,0,0,0,PIT,0.0,0,2014
33,Chris Polk,PHI,3,0,0,0,0,0,0,0,WAS,0.0,0,2014
34,Chris Thompson,WAS,3,0,0,0,0,0,0,0,PHI,0.0,0,2014
35,Christine Michael,SEA,3,0,0,0,0,0,0,0,DEN,0.0,0,2014
36,Cyrus Gray,KC,3,4,18,1,0,0,0,0,MIA,7.8,1,2014
37,Damien Williams,MIA,3,1,-3,0,0,0,0,0,KC,-0.3,1,2014
38,Dan Herron,IND,3,1,1,0,0,0,0,0,JAC,0.1,1,2014
39,Daniel Thomas,MIA,3,2,15,0,2,1,21,0,KC,3.6,1,2014
40,Danny Woodhead,SD,3,1,1,0,0,0,0,0,BUF,0.1,1,2014
41,Darrel Young,WAS,3,1,1,0,2,1,4,1,PHI,6.5,1,2014
42,Darren McFadden,OAK,3,18,59,0,4,4,6,0,NE,6.5,1,2014
43,Darren Sproles,PHI,3,2,20,0,4,3,30,0,WAS,5.0,1,2014
44,Darrin Reaves,CAR,3,0,0,0,1,0,0,0,PIT,0.0,1,2014
45,DeAngelo Williams,CAR,3,0,0,0,0,0,0,0,PIT,0.0,0,2014
46,DeMarco Murray,DAL,3,24,100,1,4,4,31,0,STL,19.1,1,2014
47,Denard Robinson,JAC,3,8,33,0,1,0,0,0,IND,3.3,1,2014
48,Derrick Coleman,SEA,3,0,0,0,1,1,14,0,DEN,1.4,1,2014
49,Devonta Freeman,ATL,3,11,12,0,1,1,7,0,TB,1.9,1,2014
50,Dexter McCluster,TEN,3,1,0,0,2,2,15,0,CIN,1.5,1,2014
51,Donald Brown,SD,3,31,62,0,6,5,27,0,BUF,8.9,1,2014
52,Doug Martin,TB,3,0,0,0,0,0,0,0,ATL,0.0,0,2014
53,Dri Archer,PIT,3,0,0,0,0,0,0,0,CAR,0.0,0,2014
54,DuJuan Harris,GB,3,3,2,0,0,0,0,0,DET,0.2,1,2014
55,Eddie Lacy,GB,3,11,36,0,1,1,9,0,DET,4.5,1,2014
56,Edwin Baker,NO,3,0,0,0,0,0,0,0,MIN,0.0,0,2014
57,Erik Lorig,NO,3,0,0,0,0,0,0,0,MIN,0.0,0,2014
58,Fitzgerald Toussaint,BAL,3,0,0,0,0,0,0,0,CLE,0.0,0,2014
59,Fozzy Whittaker,CAR,3,0,0,0,0,0,0,0,PIT,0.0,0,2014
60,Frank Gore,SF,3,6,10,0,0,0,0,0,ARI,1.0,1,2014
61,Frank Summers,BUF,3,1,4,0,0,0,0,0,SD,0.4,1,2014
62,Fred Jackson,BUF,3,6,34,0,10,8,78,1,SD,17.2,1,2014
63,George Winn,DET,3,0,0,0,0,0,0,0,GB,0.0,0,2014
64,Giovani Bernard,CIN,3,14,47,2,3,1,7,0,TEN,17.4,1,2014
65,Henry Hynoski,NYG,3,0,0,0,0,0,0,0,HOU,0.0,0,2014
66,Isaiah Crowell,CLE,3,11,55,1,0,0,0,0,BAL,11.5,1,2014
67,Jackie Battle,TEN,3,1,5,0,0,0,0,0,CIN,0.5,1,2014
68,Jacquizz Rodgers,ATL,3,5,6,0,1,1,3,0,TB,0.9,1,2014
69,Jalen Parmele,ARI,3,1,0,0,0,0,0,0,SF,0.0,1,2014
70,Jamaal Charles,KC,3,0,0,0,0,0,0,0,MIA,0.0,0,2014
71,James Develin,NE,3,0,0,0,0,0,0,0,OAK,0.0,0,2014
72,James Starks,GB,3,8,38,0,1,0,0,0,DET,3.8,1,2014
73,James White,NE,3,0,0,0,0,0,0,0,OAK,0.0,0,2014
74,Jamize Olawale,OAK,3,0,0,0,1,1,4,0,NE,0.4,1,2014
75,Jay Prosch,HOU,3,0,0,0,1,0,0,0,NYG,0.0,1,2014
76,Jed Collins,DET,3,1,2,0,0,0,0,0,GB,0.2,1,2014
77,Jeremy Hill,CIN,3,7,39,1,0,0,0,0,TEN,9.9,1,2014
78,Jeremy Stewart,DEN,3,0,0,0,0,0,0,0,SEA,0.0,0,2014
79,Jerick McKinnon,MIN,3,2,-1,0,5,2,9,0,NO,0.8,1,2014
80,Jerome Felton,MIN,3,0,0,0,0,0,0,0,NO,0.0,0,2014
81,Joe Banyard,MIN,3,0,0,0,0,0,0,0,NO,0.0,0,2014
82,Joe McKnight,KC,3,1,3,0,7,6,64,2,MIA,18.7,1,2014
83,John Conner,NYG,3,0,0,0,0,0,0,0,HOU,0.0,0,2014
84,John Kuhn,GB,3,0,0,0,0,0,0,0,DET,0.0,0,2014
85,Joique Bell,DET,3,15,33,0,0,0,0,0,GB,3.3,1,2014
86,Jonas Gray,NE,3,0,0,0,0,0,0,0,OAK,0.0,0,2014
87,Jonathan Dwyer,ARI,3,0,0,0,0,0,0,0,SF,0.0,0,2014
88,Jonathan Grimes,HOU,3,1,5,0,1,1,31,0,NYG,3.6,1,2014
89,Jonathan Stewart,CAR,3,5,31,0,3,3,19,0,PIT,5.0,1,2014
90,Jordan Todman,JAC,3,1,10,0,1,0,0,0,IND,1.0,1,2014
91,Jorvorskie Lane,TB,3,0,0,0,0,0,0,0,ATL,0.0,0,2014
92,Joseph Randle,DAL,3,2,9,0,0,0,0,0,STL,0.9,1,2014
93,Josh Harris,PIT,3,0,0,0,0,0,0,0,CAR,0.0,0,2014
94,Justin Forsett,BAL,3,11,63,0,5,4,2,0,CLE,6.5,1,2014
95,Juwan Thompson,DEN,3,0,0,0,0,0,0,0,SEA,0.0,0,2014
96,Ka'Deem Carey,CHI,3,1,0,0,0,0,0,0,NYJ,0.0,1,2014
97,Kerwynn Williams,ARI,3,0,0,0,0,0,0,0,SF,0.0,0,2014
98,Khiry Robinson,NO,3,18,69,0,0,0,0,0,MIN,6.9,1,2014
99,Knile Davis,KC,3,32,132,1,1,0,0,0,MIA,19.2,1,2014
100,Knowshon Moreno,MIA,3,0,0,0,0,0,0,0,KC,0.0,0,2014
101,Kyle Juszczyk,BAL,3,0,0,0,4,3,54,1,CLE,11.4,1,2014
102,Lamar Miller,MIA,3,15,108,0,5,4,24,0,KC,13.2,1,2014
103,LaMichael James,SF,3,0,0,0,0,0,0,0,ARI,0.0,0,2014
104,Lance Dunbar,DAL,3,0,0,0,1,0,0,0,STL,0.0,1,2014
105,Latavius Murray,OAK,3,3,1,0,0,0,0,0,NE,0.1,1,2014
106,Le'Veon Bell,PIT,3,21,147,0,4,2,10,0,CAR,15.7,1,2014
107,LeGarrette Blount,PIT,3,10,118,1,0,0,0,0,CAR,17.8,1,2014
108,Leon Washington,TEN,3,0,0,0,0,0,0,0,CIN,0.0,0,2014
109,LeSean McCoy,PHI,3,20,22,0,3,1,0,0,WAS,2.2,1,2014
110,Lorenzo Taliaferro,BAL,3,18,91,1,0,0,0,0,CLE,15.1,1,2014
111,Marcel Reece,OAK,3,1,7,0,7,3,19,0,NE,2.6,1,2014
112,Marion Grice,ARI,3,0,0,0,0,0,0,0,SF,0.0,0,2014
113,Mark Ingram,NO,3,0,0,0,0,0,0,0,MIN,0.0,0,2014
114,Marshawn Lynch,SEA,3,26,88,1,5,3,40,1,DEN,24.8,1,2014
115,Matt Asiata,MIN,3,12,35,0,6,3,36,0,NO,7.1,1,2014
116,Matt Forte,CHI,3,13,33,0,7,6,43,0,NYJ,7.6,1,2014
117,Maurice Jones-Drew,OAK,3,0,0,0,0,0,0,0,NE,0.0,0,2014
118,Michael Cox,NYG,3,0,0,0,0,0,0,0,HOU,0.0,0,2014
119,Mike James,TB,3,4,4,0,1,1,-5,0,ATL,-0.1,1,2014
120,Mike Tolbert,CAR,3,3,4,0,3,3,20,0,PIT,2.4,1,2014
121,Montee Ball,DEN,3,14,38,0,3,2,6,0,SEA,4.4,1,2014
122,Orleans Darkwa,MIA,3,0,0,0,0,0,0,0,KC,0.0,0,2014
123,Patrick DiMarco,ATL,3,0,0,0,3,3,35,0,TB,3.5,1,2014
124,Peyton Hillis,NYG,3,0,0,0,0,0,0,0,HOU,0.0,0,2014
125,Pierre Thomas,NO,3,8,30,1,3,3,21,0,MIN,11.1,1,2014
126,Rashad Jennings,NYG,3,34,176,1,0,0,0,0,HOU,23.6,1,2014
127,Ray Agnew,CLE,3,1,0,0,0,0,0,0,BAL,0.0,1,2014
128,Reggie Bush,DET,3,12,61,1,8,6,38,0,GB,15.9,1,2014
129,Rex Burkhead,CIN,3,0,0,0,0,0,0,0,TEN,0.0,0,2014
130,Robert Hughes,ARI,3,0,0,0,0,0,0,0,SF,0.0,0,2014
131,Robert Turbin,SEA,3,2,1,0,1,1,4,0,DEN,0.5,1,2014
132,Ronnie Brown,HOU,3,3,2,0,1,1,5,0,NYG,0.7,1,2014
133,Ronnie Hillman,DEN,3,2,2,0,3,1,7,0,SEA,0.9,1,2014
134,Roy Helu,WAS,3,1,1,1,1,1,55,0,PHI,11.6,1,2014
135,Ryan Mathews,SD,3,0,0,0,0,0,0,0,BUF,0.0,0,2014
136,Senorise Perry,CHI,3,0,0,0,0,0,0,0,NYJ,0.0,0,2014
137,Shane Vereen,NE,3,7,20,0,6,4,17,0,OAK,3.7,1,2014
138,Shaun Draughn,SD,3,0,0,0,0,0,0,0,BUF,0.0,0,2014
139,Shonn Greene,TEN,3,10,33,1,0,0,0,0,CIN,9.3,1,2014
140,Silas Redd,WAS,3,0,0,0,0,0,0,0,PHI,0.0,0,2014
141,Stepfan Taylor,ARI,3,1,2,0,0,0,0,0,SF,0.2,1,2014
142,Stevan Ridley,NE,3,19,54,0,1,1,7,0,OAK,6.1,1,2014
143,Steven Jackson,ATL,3,14,54,1,0,0,0,0,TB,11.4,1,2014
144,Storm Johnson,JAC,3,0,0,0,0,0,0,0,IND,0.0,0,2014
145,Tauren Poole,CAR,3,0,0,0,0,0,0,0,PIT,0.0,0,2014
146,Terrance West,CLE,3,12,36,1,2,2,5,0,BAL,10.1,1,2014
147,Theo Riddick,DET,3,3,16,0,0,0,0,0,GB,1.6,1,2014
148,Toby Gerhart,JAC,3,9,32,0,2,2,31,0,IND,6.3,1,2014
149,Tommy Bohanon,NYJ,3,0,0,0,0,0,0,0,CHI,0.0,0,2014
150,Travaris Cadet,NO,3,2,9,0,0,0,0,0,MIN,0.9,1,2014
151,Tre Mason,STL,3,0,0,0,0,0,0,0,DAL,0.0,0,2014
152,Trent Richardson,IND,3,14,57,0,4,3,23,0,JAC,8.0,1,2014
153,Tyler Clutts,DAL,3,0,0,0,0,0,0,0,STL,0.0,0,2014
154,Will Johnson,PIT,3,0,0,0,1,0,0,0,CAR,0.0,1,2014
155,Will Ta'ufo'ou,JAC,3,0,0,0,1,1,26,0,IND,2.6,1,2014
156,Will Tukuafu,SEA,3,0,0,0,0,0,0,0,DEN,0.0,0,2014
157,Zac Stacy,STL,3,12,67,0,6,5,54,0,DAL,12.1,1,2014
158,Zurlon Tipton,IND,3,0,0,0,0,0,0,0,JAC,0.0,0,2014
0,Adrian Peterson,MIN,4,0,0,0,0,0,0,0,ATL,0.0,0,2014
1,Ahmad Bradshaw,IND,4,9,32,0,2,2,20,1,TEN,11.2,1,2014
2,Alfonso Smith,SF,4,0,0,0,0,0,0,0,PHI,0.0,0,2014
3,Alfred Blue,HOU,4,9,9,0,3,2,16,0,BUF,2.5,1,2014
4,Alfred Morris,WAS,4,12,63,1,3,3,27,0,NYG,15.0,1,2014
5,Andre Ellington,ARI,4,0,0,0,0,0,0,0,bye,0.0,0,2014
6,Andre Williams,NYG,4,15,66,1,1,0,0,0,WAS,12.6,1,2014
7,Anthony Dixon,BUF,4,0,0,0,0,0,0,0,HOU,0.0,0,2014
8,Anthony Sherman,KC,4,0,0,0,0,0,0,0,NE,0.0,0,2014
9,Antone Smith,ATL,4,4,62,1,0,0,0,0,MIN,12.2,1,2014
10,Antonio Andrews,TEN,4,0,0,0,0,0,0,0,IND,0.0,0,2014
11,Arian Foster,HOU,4,8,6,0,10,7,55,0,BUF,6.1,1,2014
12,Austin Johnson,NO,4,1,2,0,0,0,0,0,DAL,0.2,1,2014
13,Ben Tate,CLE,4,0,0,0,0,0,0,0,bye,0.0,0,2014
14,Benny Cunningham,STL,4,0,0,0,0,0,0,0,bye,0.0,0,2014
15,Bernard Pierce,BAL,4,0,0,0,0,0,0,0,CAR,0.0,0,2014
16,Bilal Powell,NYJ,4,0,0,0,0,0,0,0,DET,0.0,0,2014
17,Bishop Sankey,TEN,4,6,34,1,2,2,23,0,IND,11.7,1,2014
18,Bobby Rainey,TB,4,4,2,0,2,1,16,0,PIT,1.8,1,2014
19,Branden Oliver,SD,4,9,23,0,4,4,33,0,JAC,5.6,1,2014
20,Brandon Bolden,NE,4,0,0,0,0,0,0,0,KC,0.0,0,2014
21,Brian Leonard,NO,4,0,0,0,0,0,0,0,DAL,0.0,0,2014
22,Bruce Miller,SF,4,0,0,0,0,0,0,0,PHI,0.0,0,2014
23,Bryce Brown,BUF,4,0,0,0,0,0,0,0,HOU,0.0,0,2014
24,C.J. Anderson,DEN,4,0,0,0,0,0,0,0,bye,0.0,0,2014
25,C.J. Spiller,BUF,4,15,60,0,3,3,24,0,HOU,8.4,1,2014
26,Carlos Hyde,SF,4,10,26,0,1,0,0,0,PHI,2.6,1,2014
27,Cedric Peerman,CIN,4,0,0,0,0,0,0,0,bye,0.0,0,2014
28,Charcandrick West,KC,4,0,0,0,0,0,0,0,NE,0.0,0,2014
29,Charles Sims,TB,4,0,0,0,0,0,0,0,PIT,0.0,0,2014
30,Chris Ivory,NYJ,4,17,84,0,6,2,16,0,DET,10.0,1,2014
31,Chris Johnson,NYJ,4,6,44,1,2,2,17,0,DET,12.1,1,2014
32,Chris Ogbonnaya,CAR,4,0,0,0,0,0,0,0,BAL,0.0,0,2014
33,Chris Polk,PHI,4,0,0,0,0,0,0,0,SF,0.0,0,2014
34,Chris Thompson,WAS,4,0,0,0,0,0,0,0,NYG,0.0,0,2014
35,Christine Michael,SEA,4,0,0,0,0,0,0,0,bye,0.0,0,2014
36,Cyrus Gray,KC,4,0,0,0,0,0,0,0,NE,0.0,0,2014
37,Damien Williams,MIA,4,6,23,0,0,0,0,0,OAK,2.3,1,2014
38,Dan Herron,IND,4,7,24,0,0,0,0,0,TEN,2.4,1,2014
39,Daniel Thomas,MIA,4,5,35,0,2,1,25,0,OAK,6.0,1,2014
40,Danny Woodhead,SD,4,0,0,0,0,0,0,0,JAC,0.0,0,2014
41,Darrel Young,WAS,4,1,1,0,1,1,9,0,NYG,1.0,1,2014
42,Darren McFadden,OAK,4,11,40,0,5,4,32,0,MIA,7.2,1,2014
43,Darren Sproles,PHI,4,1,4,0,4,2,2,0,SF,0.6,1,2014
44,Darrin Reaves,CAR,4,12,26,0,5,3,11,0,BAL,3.7,1,2014
45,DeAngelo Williams,CAR,4,11,34,0,0,0,0,0,BAL,3.4,1,2014
46,DeMarco Murray,DAL,4,24,149,2,1,1,6,0,NO,27.5,1,2014
47,Denard Robinson,JAC,4,9,25,0,3,3,7,0,SD,3.2,1,2014
48,Derrick Coleman,SEA,4,0,0,0,0,0,0,0,bye,0.0,0,2014
49,Devonta Freeman,ATL,4,2,8,0,2,2,12,0,MIN,2.0,1,2014
50,Dexter McCluster,TEN,4,2,1,0,1,0,0,0,IND,0.1,1,2014
51,Donald Brown,SD,4,10,19,0,6,4,35,0,JAC,5.4,1,2014
52,Doug Martin,TB,4,14,40,1,2,2,16,0,PIT,11.6,1,2014
53,Dri Archer,PIT,4,0,0,0,1,1,1,0,TB,0.1,1,2014
54,DuJuan Harris,GB,4,0,0,0,0,0,0,0,CHI,0.0,0,2014
55,Eddie Lacy,GB,4,17,48,1,2,1,11,0,CHI,11.9,1,2014
56,Edwin Baker,NO,4,0,0,0,0,0,0,0,DAL,0.0,0,2014
57,Erik Lorig,NO,4,0,0,0,0,0,0,0,DAL,0.0,0,2014
58,Fitzgerald Toussaint,BAL,4,0,0,0,0,0,0,0,CAR,0.0,0,2014
59,Fozzy Whittaker,CAR,4,0,0,0,0,0,0,0,BAL,0.0,0,2014
60,Frank Gore,SF,4,24,119,0,2,1,55,1,PHI,23.4,1,2014
61,Frank Summers,BUF,4,0,0,0,1,1,3,0,HOU,0.3,1,2014
62,Fred Jackson,BUF,4,7,33,0,7,6,52,0,HOU,8.5,1,2014
63,George Winn,DET,4,0,0,0,0,0,0,0,NYJ,0.0,0,2014
64,Giovani Bernard,CIN,4,0,0,0,0,0,0,0,bye,0.0,0,2014
65,Henry Hynoski,NYG,4,1,1,0,0,0,0,0,WAS,0.1,1,2014
66,Isaiah Crowell,CLE,4,0,0,0,0,0,0,0,bye,0.0,0,2014
67,Jackie Battle,TEN,4,0,0,0,0,0,0,0,IND,0.0,0,2014
68,Jacquizz Rodgers,ATL,4,1,2,0,4,4,35,0,MIN,3.7,1,2014
69,Jalen Parmele,ARI,4,0,0,0,0,0,0,0,bye,0.0,0,2014
70,Jamaal Charles,KC,4,18,92,1,3,3,16,2,NE,28.8,1,2014
71,James Develin,NE,4,0,0,0,0,0,0,0,KC,0.0,0,2014
72,James Starks,GB,4,0,0,0,0,0,0,0,CHI,0.0,0,2014
73,James White,NE,4,3,21,0,3,3,15,0,KC,3.6,1,2014
74,Jamize Olawale,OAK,4,1,0,0,0,0,0,0,MIA,0.0,1,2014
75,Jay Prosch,HOU,4,0,0,0,2,1,24,0,BUF,2.4,1,2014
76,Jed Collins,DET,4,0,0,0,0,0,0,0,NYJ,0.0,0,2014
77,Jeremy Hill,CIN,4,0,0,0,0,0,0,0,bye,0.0,0,2014
78,Jeremy Stewart,DEN,4,0,0,0,0,0,0,0,bye,0.0,0,2014
79,Jerick McKinnon,MIN,4,18,135,0,3,1,17,0,ATL,15.2,1,2014
80,Jerome Felton,MIN,4,0,0,0,0,0,0,0,ATL,0.0,0,2014
81,Joe Banyard,MIN,4,0,0,0,0,0,0,0,ATL,0.0,0,2014
82,Joe McKnight,KC,4,0,0,0,0,0,0,0,NE,0.0,0,2014
83,John Conner,NYG,4,0,0,0,0,0,0,0,WAS,0.0,0,2014
84,John Kuhn,GB,4,0,0,0,0,0,0,0,CHI,0.0,0,2014
85,Joique Bell,DET,4,8,32,0,4,2,7,0,NYJ,3.9,1,2014
86,Jonas Gray,NE,4,0,0,0,0,0,0,0,KC,0.0,0,2014
87,Jonathan Dwyer,ARI,4,0,0,0,0,0,0,0,bye,0.0,0,2014
88,Jonathan Grimes,HOU,4,0,0,0,0,0,0,0,BUF,0.0,0,2014
89,Jonathan Stewart,CAR,4,0,0,0,0,0,0,0,BAL,0.0,0,2014
90,Jordan Todman,JAC,4,1,4,0,2,2,20,0,SD,2.4,1,2014
91,Jorvorskie Lane,TB,4,1,2,0,0,0,0,0,PIT,0.2,1,2014
92,Joseph Randle,DAL,4,4,22,0,0,0,0,0,NO,2.2,1,2014
93,Josh Harris,PIT,4,0,0,0,0,0,0,0,TB,0.0,0,2014
94,Justin Forsett,BAL,4,14,66,1,4,3,31,0,CAR,15.7,1,2014
95,Juwan Thompson,DEN,4,0,0,0,0,0,0,0,bye,0.0,0,2014
96,Ka'Deem Carey,CHI,4,14,72,0,0,0,0,0,GB,7.2,1,2014
97,Kerwynn Williams,ARI,4,0,0,0,0,0,0,0,bye,0.0,0,2014
98,Khiry Robinson,NO,4,8,87,0,3,2,18,0,DAL,10.5,1,2014
99,Knile Davis,KC,4,16,107,0,2,1,12,0,NE,11.9,1,2014
100,Knowshon Moreno,MIA,4,0,0,0,0,0,0,0,OAK,0.0,0,2014
101,Kyle Juszczyk,BAL,4,0,0,0,2,2,8,0,CAR,0.8,1,2014
102,Lamar Miller,MIA,4,12,64,2,2,2,3,0,OAK,18.7,1,2014
103,LaMichael James,SF,4,0,0,0,0,0,0,0,PHI,0.0,0,2014
104,Lance Dunbar,DAL,4,0,0,0,3,2,36,0,NO,3.6,1,2014
105,Latavius Murray,OAK,4,0,0,0,0,0,0,0,MIA,0.0,0,2014
106,Le'Veon Bell,PIT,4,19,63,0,7,6,46,0,TB,10.9,1,2014
107,LeGarrette Blount,PIT,4,4,25,0,0,0,0,0,TB,2.5,1,2014
108,Leon Washington,TEN,4,0,0,0,0,0,0,0,IND,0.0,0,2014
109,LeSean McCoy,PHI,4,10,17,0,0,0,0,0,SF,1.7,1,2014
110,Lorenzo Taliaferro,BAL,4,15,58,1,0,0,0,0,CAR,11.8,1,2014
111,Marcel Reece,OAK,4,0,0,0,2,1,5,0,MIA,0.5,1,2014
112,Marion Grice,ARI,4,0,0,0,0,0,0,0,bye,0.0,0,2014
113,Mark Ingram,NO,4,0,0,0,0,0,0,0,DAL,0.0,0,2014
114,Marshawn Lynch,SEA,4,0,0,0,0,0,0,0,bye,0.0,0,2014
115,Matt Asiata,MIN,4,20,78,3,4,3,22,0,ATL,28.0,1,2014
116,Matt Forte,CHI,4,23,122,0,6,5,49,0,GB,17.1,1,2014
117,Maurice Jones-Drew,OAK,4,2,1,0,2,2,2,0,MIA,0.3,1,2014
118,Michael Cox,NYG,4,0,0,0,0,0,0,0,WAS,0.0,0,2014
119,Mike James,TB,4,0,0,0,0,0,0,0,PIT,0.0,0,2014
120,Mike Tolbert,CAR,4,0,0,0,0,0,0,0,BAL,0.0,0,2014
121,Montee Ball,DEN,4,0,0,0,0,0,0,0,bye,0.0,0,2014
122,Orleans Darkwa,MIA,4,4,2,0,0,0,0,0,OAK,0.2,1,2014
123,Patrick DiMarco,ATL,4,0,0,0,1,1,1,1,MIN,6.1,1,2014
124,Peyton Hillis,NYG,4,8,31,0,0,0,0,0,WAS,3.1,1,2014
125,Pierre Thomas,NO,4,2,8,0,2,2,15,0,DAL,2.3,1,2014
126,Rashad Jennings,NYG,4,13,55,0,2,1,-3,0,WAS,5.2,1,2014
127,Ray Agnew,CLE,4,0,0,0,0,0,0,0,bye,0.0,0,2014
128,Reggie Bush,DET,4,12,46,0,6,4,19,0,NYJ,6.5,1,2014
129,Rex Burkhead,CIN,4,0,0,0,0,0,0,0,bye,0.0,0,2014
130,Robert Hughes,ARI,4,0,0,0,0,0,0,0,bye,0.0,0,2014
131,Robert Turbin,SEA,4,0,0,0,0,0,0,0,bye,0.0,0,2014
132,Ronnie Brown,HOU,4,0,0,0,0,0,0,0,BUF,0.0,0,2014
133,Ronnie Hillman,DEN,4,0,0,0,0,0,0,0,bye,0.0,0,2014
134,Roy Helu,WAS,4,2,8,0,5,5,78,0,NYG,8.6,1,2014
135,Ryan Mathews,SD,4,0,0,0,0,0,0,0,JAC,0.0,0,2014
136,Senorise Perry,CHI,4,0,0,0,0,0,0,0,GB,0.0,0,2014
137,Shane Vereen,NE,4,8,26,0,5,5,41,0,KC,6.7,1,2014
138,Shaun Draughn,SD,4,0,0,0,0,0,0,0,JAC,0.0,0,2014
139,Shonn Greene,TEN,4,3,10,0,0,0,0,0,IND,1.0,1,2014
140,Silas Redd,WAS,4,0,0,0,0,0,0,0,NYG,0.0,0,2014
141,Stepfan Taylor,ARI,4,0,0,0,0,0,0,0,bye,0.0,0,2014
142,Stevan Ridley,NE,4,5,28,0,1,0,0,0,KC,2.8,1,2014
143,Steven Jackson,ATL,4,13,49,0,2,2,13,0,MIN,6.2,1,2014
144,Storm Johnson,JAC,4,0,0,0,0,0,0,0,SD,0.0,0,2014
145,Tauren Poole,CAR,4,1,0,0,0,0,0,0,BAL,0.0,1,2014
146,Terrance West,CLE,4,0,0,0,0,0,0,0,bye,0.0,0,2014
147,Theo Riddick,DET,4,1,2,0,0,0,0,0,NYJ,0.2,1,2014
148,Toby Gerhart,JAC,4,10,32,1,1,1,8,0,SD,10.0,1,2014
149,Tommy Bohanon,NYJ,4,0,0,0,0,0,0,0,DET,0.0,0,2014
150,Travaris Cadet,NO,4,1,1,0,6,6,59,0,DAL,6.0,1,2014
151,Tre Mason,STL,4,0,0,0,0,0,0,0,bye,0.0,0,2014
152,Trent Richardson,IND,4,20,47,1,5,4,52,0,TEN,15.9,1,2014
153,Tyler Clutts,DAL,4,0,0,0,0,0,0,0,NO,0.0,0,2014
154,Will Johnson,PIT,4,1,0,0,1,0,0,0,TB,0.0,1,2014
155,Will Ta'ufo'ou,JAC,4,0,0,0,1,1,4,0,SD,0.4,1,2014
156,Will Tukuafu,SEA,4,0,0,0,0,0,0,0,bye,0.0,0,2014
157,Zac Stacy,STL,4,0,0,0,0,0,0,0,bye,0.0,0,2014
158,Zurlon Tipton,IND,4,0,0,0,0,0,0,0,TEN,0.0,0,2014
0,Adrian Peterson,MIN,5,0,0,0,0,0,0,0,GB,0.0,0,2014
1,Ahmad Bradshaw,IND,5,15,68,0,5,4,17,0,BAL,8.5,1,2014
2,Alfonso Smith,SF,5,0,0,0,0,0,0,0,KC,0.0,0,2014
3,Alfred Blue,HOU,5,5,16,0,0,0,0,0,DAL,1.6,1,2014
4,Alfred Morris,WAS,5,13,29,0,1,1,-2,0,SEA,2.7,1,2014
5,Andre Ellington,ARI,5,16,32,1,7,4,112,1,DEN,26.4,1,2014
6,Andre Williams,NYG,5,20,65,1,2,2,18,0,ATL,14.3,1,2014
7,Anthony Dixon,BUF,5,0,0,0,0,0,0,0,DET,0.0,0,2014
8,Anthony Sherman,KC,5,0,0,0,2,1,12,0,SF,1.2,1,2014
9,Antone Smith,ATL,5,1,2,0,3,3,83,1,NYG,14.5,1,2014
10,Antonio Andrews,TEN,5,0,0,0,0,0,0,0,CLE,0.0,0,2014
11,Arian Foster,HOU,5,23,157,2,5,2,15,0,DAL,29.2,1,2014
12,Austin Johnson,NO,5,1,2,0,0,0,0,0,TB,0.2,1,2014
